communication_id,client_id,contact_date,contact_type,contact_reason,contacted_by
COM03611,C0191,2024-11-07,Video Call,Feedback discussion,Mohammed Ali
COM05269,C0277,2024-11-07,WhatsApp,Satisfaction survey,Mohammed Ali
COM06108,C0322,2024-11-07,WhatsApp,Follow-up on booking,Ahmed Abdullah
COM00707,C0032,2024-11-07,Meeting,Thank you message,Mohammed Ali
COM09334,C0498,2024-11-07,WhatsApp,New course announcement,Noura Salem
COM07716,C0408,2024-11-07,Email,Satisfaction survey,Mohammed Ali
COM05751,C0301,2024-11-07,Email,Course recommendation,Mohammed Ali
COM03056,C0165,2024-11-07,Email,Thank you message,Sara Hassan
COM04252,C0223,2024-11-07,Email,Follow-up on booking,Sara Hassan
COM00729,C0034,2024-11-07,Email,Quotation request,Fatima Ahmed
COM03705,C0194,2024-11-07,Meeting,General inquiry,Mohammed Ali
COM08046,C0425,2024-11-08,WhatsApp,Invoice query,Mohammed Ali
COM02019,C0109,2024-11-08,Phone Call,Satisfaction survey,Fatima Ahmed
COM01555,C0082,2024-11-08,Video Call,Renewal discussion,Noura Salem
COM03899,C0204,2024-11-08,Email,Quotation request,Mohammed Ali
COM07645,C0405,2024-11-08,Phone Call,Feedback discussion,Noura Salem
COM02986,C0161,2024-11-08,Meeting,Feedback discussion,Sara Hassan
COM04948,C0256,2024-11-08,Video Call,New course announcement,Fatima Ahmed
COM04772,C0249,2024-11-08,Email,New course announcement,Mohammed Ali
COM02521,C0134,2024-11-08,Video Call,Invoice query,Noura Salem
COM05983,C0315,2024-11-08,Phone Call,Invoice query,Noura Salem
COM02497,C0134,2024-11-09,WhatsApp,Satisfaction survey,Noura Salem
COM01145,C0061,2024-11-09,Video Call,Course recommendation,Mohammed Ali
COM06321,C0335,2024-11-09,WhatsApp,New course announcement,Noura Salem
COM05317,C0281,2024-11-09,WhatsApp,Course recommendation,Mohammed Ali
COM07249,C0380,2024-11-09,Phone Call,Feedback discussion,Fatima Ahmed
COM07720,C0408,2024-11-09,Phone Call,New course announcement,Mohammed Ali
COM00285,C0014,2024-11-09,Video Call,Thank you message,Sara Hassan
COM05002,C0260,2024-11-10,Video Call,General inquiry,Noura Salem
COM03947,C0207,2024-11-10,Email,Schedule confirmation,Noura Salem
COM01780,C0095,2024-11-10,Meeting,Quotation request,Ahmed Abdullah
COM02814,C0153,2024-11-10,Email,Thank you message,Noura Salem
COM04714,C0245,2024-11-10,Phone Call,Feedback discussion,Fatima Ahmed
COM08396,C0447,2024-11-10,WhatsApp,New course announcement,Noura Salem
COM05391,C0283,2024-11-10,WhatsApp,Feedback discussion,Fatima Ahmed
COM05480,C0287,2024-11-10,Meeting,New course announcement,Fatima Ahmed
COM09016,C0483,2024-11-11,Phone Call,Schedule confirmation,Mohammed Ali
COM09266,C0494,2024-11-11,WhatsApp,Renewal discussion,Noura Salem
COM04182,C0220,2024-11-11,WhatsApp,Account review,Fatima Ahmed
COM07138,C0376,2024-11-11,Phone Call,Renewal discussion,Sara Hassan
COM03596,C0190,2024-11-11,WhatsApp,Complaint resolution,Noura Salem
COM07892,C0416,2024-11-11,Meeting,Account review,Sara Hassan
COM01222,C0063,2024-11-11,Phone Call,Follow-up on booking,Fatima Ahmed
COM00120,C0006,2024-11-12,WhatsApp,Thank you message,Mohammed Ali
COM03988,C0210,2024-11-12,Email,New course announcement,Ahmed Abdullah
COM01924,C0102,2024-11-12,Phone Call,Invoice query,Noura Salem
COM07121,C0375,2024-11-12,Phone Call,Follow-up on booking,Fatima Ahmed
COM08810,C0469,2024-11-12,Meeting,Satisfaction survey,Noura Salem
COM05699,C0298,2024-11-12,Email,Satisfaction survey,Fatima Ahmed
COM00613,C0027,2024-11-12,Video Call,Complaint resolution,Mohammed Ali
COM03528,C0187,2024-11-12,Phone Call,Feedback discussion,Noura Salem
COM04555,C0235,2024-11-12,Meeting,Renewal discussion,Sara Hassan
COM05429,C0286,2024-11-12,Video Call,Renewal discussion,Fatima Ahmed
COM03853,C0203,2024-11-13,Email,Follow-up on booking,Fatima Ahmed
COM05737,C0300,2024-11-13,Email,Thank you message,Noura Salem
COM01557,C0082,2024-11-13,Meeting,Quotation request,Noura Salem
COM08102,C0429,2024-11-13,WhatsApp,Feedback discussion,Noura Salem
COM03446,C0182,2024-11-13,Email,Satisfaction survey,Mohammed Ali
COM04883,C0253,2024-11-13,Phone Call,Account review,Ahmed Abdullah
COM08891,C0475,2024-11-13,Email,Follow-up on booking,Noura Salem
COM07243,C0380,2024-11-13,Meeting,Training needs assessment,Fatima Ahmed
COM02782,C0152,2024-11-13,Video Call,Feedback discussion,Mohammed Ali
COM06202,C0327,2024-11-14,Email,New course announcement,Noura Salem
COM04070,C0215,2024-11-14,Email,Schedule confirmation,Mohammed Ali
COM08246,C0438,2024-11-14,Phone Call,Quotation request,Ahmed Abdullah
COM01897,C0101,2024-11-14,Email,Account review,Sara Hassan
COM07967,C0420,2024-11-14,Email,Renewal discussion,Ahmed Abdullah
COM03864,C0203,2024-11-14,Email,Quotation request,Fatima Ahmed
COM01340,C0069,2024-11-14,WhatsApp,New course announcement,Fatima Ahmed
COM03454,C0182,2024-11-14,WhatsApp,Feedback discussion,Mohammed Ali
COM07490,C0395,2024-11-14,Video Call,Feedback discussion,Mohammed Ali
COM02256,C0124,2024-11-14,Phone Call,Invoice query,Fatima Ahmed
COM04991,C0259,2024-11-14,Phone Call,Schedule confirmation,Sara Hassan
COM06353,C0336,2024-11-14,Video Call,Schedule confirmation,Fatima Ahmed
COM04591,C0237,2024-11-15,Phone Call,Schedule confirmation,Sara Hassan
COM01404,C0073,2024-11-15,Email,Schedule confirmation,Mohammed Ali
COM06944,C0367,2024-11-15,WhatsApp,Training needs assessment,Ahmed Abdullah
COM02564,C0137,2024-11-15,Phone Call,Renewal discussion,Fatima Ahmed
COM02957,C0159,2024-11-15,Phone Call,General inquiry,Sara Hassan
COM05232,C0275,2024-11-15,Video Call,Follow-up on booking,Sara Hassan
COM02047,C0110,2024-11-15,Video Call,Course recommendation,Mohammed Ali
COM04675,C0240,2024-11-15,Meeting,Quotation request,Ahmed Abdullah
COM06007,C0318,2024-11-16,Phone Call,New course announcement,Noura Salem
COM03882,C0203,2024-11-16,WhatsApp,Training needs assessment,Fatima Ahmed
COM06365,C0336,2024-11-16,Video Call,Invoice query,Fatima Ahmed
COM03123,C0168,2024-11-16,Meeting,Follow-up on booking,Fatima Ahmed
COM04900,C0254,2024-11-16,WhatsApp,Quotation request,Fatima Ahmed
COM05119,C0269,2024-11-16,Video Call,Feedback discussion,Mohammed Ali
COM03906,C0205,2024-11-16,Email,New course announcement,Mohammed Ali
COM00089,C0005,2024-11-16,Video Call,Training needs assessment,Sara Hassan
COM08943,C0477,2024-11-17,Email,General inquiry,Ahmed Abdullah
COM05993,C0317,2024-11-17,Video Call,Renewal discussion,Mohammed Ali
COM00979,C0053,2024-11-17,WhatsApp,General inquiry,Ahmed Abdullah
COM00910,C0047,2024-11-17,Phone Call,Schedule confirmation,Ahmed Abdullah
COM06359,C0336,2024-11-17,Email,Satisfaction survey,Fatima Ahmed
COM07691,C0408,2024-11-17,Video Call,Schedule confirmation,Mohammed Ali
COM06941,C0367,2024-11-17,Phone Call,General inquiry,Ahmed Abdullah
COM03494,C0185,2024-11-17,Phone Call,Follow-up on booking,Noura Salem
COM07899,C0417,2024-11-17,WhatsApp,Quotation request,Noura Salem
COM07233,C0380,2024-11-18,Video Call,Training needs assessment,Fatima Ahmed
COM08411,C0448,2024-11-18,Video Call,Course recommendation,Noura Salem
COM02628,C0142,2024-11-18,WhatsApp,Invoice query,Mohammed Ali
COM08699,C0464,2024-11-18,Phone Call,Schedule confirmation,Sara Hassan
COM03036,C0165,2024-11-18,Phone Call,Quotation request,Sara Hassan
COM04212,C0222,2024-11-18,WhatsApp,Thank you message,Mohammed Ali
COM06790,C0359,2024-11-18,Email,Satisfaction survey,Ahmed Abdullah
COM02447,C0132,2024-11-18,Video Call,Account review,Sara Hassan
COM07204,C0379,2024-11-19,Video Call,Quotation request,Fatima Ahmed
COM05305,C0279,2024-11-19,Meeting,Feedback discussion,Mohammed Ali
COM05929,C0311,2024-11-19,Video Call,Quotation request,Ahmed Abdullah
COM03330,C0176,2024-11-19,Meeting,Account review,Sara Hassan
COM02327,C0129,2024-11-19,WhatsApp,Thank you message,Sara Hassan
COM08466,C0451,2024-11-19,Email,Schedule confirmation,Noura Salem
COM00149,C0007,2024-11-19,WhatsApp,Training needs assessment,Sara Hassan
COM06783,C0359,2024-11-19,Email,Renewal discussion,Ahmed Abdullah
COM06435,C0341,2024-11-19,Email,Complaint resolution,Noura Salem
COM03962,C0207,2024-11-19,WhatsApp,Training needs assessment,Noura Salem
COM06068,C0321,2024-11-20,Email,Satisfaction survey,Ahmed Abdullah
COM04679,C0240,2024-11-20,Video Call,Account review,Ahmed Abdullah
COM04117,C0217,2024-11-20,Email,Follow-up on booking,Noura Salem
COM04590,C0237,2024-11-20,Phone Call,New course announcement,Sara Hassan
COM06751,C0357,2024-11-20,Phone Call,Thank you message,Sara Hassan
COM01242,C0065,2024-11-20,Meeting,Account review,Ahmed Abdullah
COM09061,C0484,2024-11-20,Video Call,Invoice query,Mohammed Ali
COM07083,C0374,2024-11-20,Email,Course recommendation,Mohammed Ali
COM00436,C0020,2024-11-20,WhatsApp,Schedule confirmation,Fatima Ahmed
COM08722,C0465,2024-11-20,Email,Training needs assessment,Mohammed Ali
COM08079,C0428,2024-11-20,Phone Call,Schedule confirmation,Fatima Ahmed
COM03590,C0190,2024-11-20,WhatsApp,Thank you message,Noura Salem
COM08777,C0468,2024-11-20,Email,Account review,Sara Hassan
COM03758,C0197,2024-11-20,Meeting,General inquiry,Mohammed Ali
COM04105,C0216,2024-11-20,Phone Call,Feedback discussion,Noura Salem
COM00692,C0031,2024-11-21,Video Call,Quotation request,Noura Salem
COM07342,C0387,2024-11-21,Video Call,Satisfaction survey,Mohammed Ali
COM06299,C0334,2024-11-21,Meeting,Feedback discussion,Mohammed Ali
COM05143,C0269,2024-11-21,Email,Renewal discussion,Mohammed Ali
COM04938,C0255,2024-11-21,Phone Call,Schedule confirmation,Ahmed Abdullah
COM04762,C0248,2024-11-21,Meeting,Schedule confirmation,Ahmed Abdullah
COM04711,C0245,2024-11-21,Video Call,Feedback discussion,Fatima Ahmed
COM07637,C0405,2024-11-21,Meeting,General inquiry,Noura Salem
COM05420,C0285,2024-11-21,Meeting,Satisfaction survey,Mohammed Ali
COM00854,C0043,2024-11-21,Meeting,Account review,Ahmed Abdullah
COM07826,C0413,2024-11-21,Phone Call,Satisfaction survey,Ahmed Abdullah
COM05530,C0290,2024-11-21,WhatsApp,Training needs assessment,Mohammed Ali
COM03819,C0201,2024-11-22,Email,New course announcement,Ahmed Abdullah
COM01412,C0074,2024-11-22,Phone Call,New course announcement,Ahmed Abdullah
COM00771,C0037,2024-11-22,WhatsApp,Follow-up on booking,Fatima Ahmed
COM01833,C0099,2024-11-22,Meeting,Thank you message,Fatima Ahmed
COM01756,C0093,2024-11-22,Meeting,Account review,Ahmed Abdullah
COM07858,C0415,2024-11-22,Phone Call,Account review,Sara Hassan
COM03921,C0205,2024-11-22,Video Call,Satisfaction survey,Mohammed Ali
COM06663,C0351,2024-11-22,Email,Thank you message,Sara Hassan
COM02910,C0158,2024-11-22,Email,Renewal discussion,Sara Hassan
COM07283,C0382,2024-11-22,Meeting,General inquiry,Sara Hassan
COM08490,C0453,2024-11-22,Phone Call,Complaint resolution,Ahmed Abdullah
COM02866,C0156,2024-11-23,Email,Training needs assessment,Fatima Ahmed
COM04582,C0236,2024-11-23,Video Call,Training needs assessment,Noura Salem
COM01183,C0061,2024-11-23,Email,Account review,Mohammed Ali
COM06073,C0321,2024-11-23,WhatsApp,Course recommendation,Ahmed Abdullah
COM07538,C0399,2024-11-23,Meeting,Complaint resolution,Ahmed Abdullah
COM06688,C0353,2024-11-23,Video Call,Renewal discussion,Mohammed Ali
COM05210,C0275,2024-11-23,Email,New course announcement,Sara Hassan
COM08727,C0465,2024-11-23,Meeting,Thank you message,Mohammed Ali
COM03433,C0182,2024-11-23,Phone Call,Thank you message,Mohammed Ali
COM00726,C0033,2024-11-23,Email,Follow-up on booking,Sara Hassan
COM08572,C0459,2024-11-24,Email,Training needs assessment,Ahmed Abdullah
COM02071,C0111,2024-11-24,Meeting,Quotation request,Mohammed Ali
COM04544,C0235,2024-11-24,Email,Invoice query,Sara Hassan
COM03771,C0197,2024-11-24,Video Call,Invoice query,Mohammed Ali
COM07073,C0374,2024-11-24,Phone Call,Quotation request,Mohammed Ali
COM05521,C0289,2024-11-24,Phone Call,Quotation request,Ahmed Abdullah
COM08355,C0444,2024-11-24,Phone Call,Quotation request,Noura Salem
COM07044,C0371,2024-11-24,Meeting,Feedback discussion,Fatima Ahmed
COM08015,C0424,2024-11-24,Phone Call,Account review,Ahmed Abdullah
COM03860,C0203,2024-11-24,WhatsApp,Account review,Fatima Ahmed
COM00509,C0022,2024-11-24,Email,Quotation request,Fatima Ahmed
COM01585,C0084,2024-11-25,Phone Call,Training needs assessment,Sara Hassan
COM05033,C0263,2024-11-25,Meeting,Satisfaction survey,Sara Hassan
COM07425,C0391,2024-11-25,Meeting,Follow-up on booking,Noura Salem
COM05180,C0271,2024-11-25,WhatsApp,Thank you message,Mohammed Ali
COM08369,C0445,2024-11-25,Phone Call,Renewal discussion,Sara Hassan
COM01116,C0058,2024-11-25,Meeting,Quotation request,Mohammed Ali
COM00228,C0010,2024-11-25,Video Call,Training needs assessment,Mohammed Ali
COM08713,C0464,2024-11-26,Video Call,Course recommendation,Sara Hassan
COM04305,C0224,2024-11-26,Meeting,Invoice query,Ahmed Abdullah
COM00405,C0019,2024-11-26,Meeting,Quotation request,Ahmed Abdullah
COM06114,C0322,2024-11-26,Email,Quotation request,Ahmed Abdullah
COM04879,C0253,2024-11-26,Meeting,Schedule confirmation,Ahmed Abdullah
COM08025,C0424,2024-11-26,WhatsApp,Quotation request,Ahmed Abdullah
COM06598,C0349,2024-11-26,WhatsApp,Schedule confirmation,Fatima Ahmed
COM00922,C0047,2024-11-26,Meeting,Follow-up on booking,Ahmed Abdullah
COM04764,C0248,2024-11-26,Meeting,Complaint resolution,Ahmed Abdullah
COM05739,C0300,2024-11-27,Email,Quotation request,Noura Salem
COM06647,C0351,2024-11-27,WhatsApp,Feedback discussion,Sara Hassan
COM09091,C0487,2024-11-27,Video Call,General inquiry,Sara Hassan
COM03665,C0192,2024-11-27,Email,Invoice query,Sara Hassan
COM01552,C0082,2024-11-27,Phone Call,Quotation request,Noura Salem
COM00872,C0043,2024-11-27,Phone Call,Satisfaction survey,Ahmed Abdullah
COM04758,C0248,2024-11-27,WhatsApp,New course announcement,Ahmed Abdullah
COM05870,C0308,2024-11-27,Email,Invoice query,Noura Salem
COM09271,C0494,2024-11-27,Email,Complaint resolution,Noura Salem
COM06394,C0339,2024-11-27,Phone Call,Account review,Fatima Ahmed
COM08688,C0464,2024-11-27,Email,Training needs assessment,Sara Hassan
COM08468,C0451,2024-11-27,Video Call,Renewal discussion,Noura Salem
COM02732,C0148,2024-11-27,WhatsApp,Invoice query,Mohammed Ali
COM07290,C0383,2024-11-28,Meeting,Account review,Fatima Ahmed
COM02800,C0153,2024-11-28,Phone Call,Schedule confirmation,Noura Salem
COM04748,C0247,2024-11-28,WhatsApp,Thank you message,Sara Hassan
COM05738,C0300,2024-11-28,WhatsApp,Renewal discussion,Noura Salem
COM02139,C0118,2024-11-28,Email,Invoice query,Noura Salem
COM01515,C0079,2024-11-28,Email,Schedule confirmation,Ahmed Abdullah
COM00921,C0047,2024-11-29,Email,Account review,Ahmed Abdullah
COM01344,C0070,2024-11-29,Phone Call,Complaint resolution,Sara Hassan
COM08177,C0433,2024-11-29,WhatsApp,Quotation request,Ahmed Abdullah
COM01619,C0086,2024-11-29,Video Call,Renewal discussion,Ahmed Abdullah
COM04413,C0226,2024-11-29,Email,New course announcement,Sara Hassan
COM02234,C0123,2024-11-29,Phone Call,Training needs assessment,Mohammed Ali
COM00389,C0018,2024-11-29,Video Call,Invoice query,Sara Hassan
COM08786,C0469,2024-11-29,Meeting,Thank you message,Noura Salem
COM06755,C0357,2024-11-29,Email,Account review,Sara Hassan
COM07275,C0381,2024-11-30,Phone Call,Schedule confirmation,Noura Salem
COM05371,C0283,2024-11-30,Phone Call,Complaint resolution,Fatima Ahmed
COM07391,C0388,2024-11-30,Email,Account review,Sara Hassan
COM02766,C0151,2024-11-30,Email,Course recommendation,Ahmed Abdullah
COM03220,C0173,2024-11-30,Email,Invoice query,Noura Salem
COM02155,C0118,2024-11-30,Phone Call,Training needs assessment,Noura Salem
COM01266,C0065,2024-11-30,Phone Call,Feedback discussion,Ahmed Abdullah
COM05917,C0311,2024-11-30,WhatsApp,Follow-up on booking,Ahmed Abdullah
COM03731,C0196,2024-11-30,Phone Call,Invoice query,Mohammed Ali
COM02253,C0124,2024-11-30,WhatsApp,Account review,Fatima Ahmed
COM05580,C0292,2024-12-01,Phone Call,Quotation request,Ahmed Abdullah
COM08377,C0445,2024-12-01,Phone Call,Thank you message,Sara Hassan
COM09112,C0487,2024-12-01,WhatsApp,Course recommendation,Sara Hassan
COM07394,C0388,2024-12-01,Email,Follow-up on booking,Sara Hassan
COM03021,C0163,2024-12-01,WhatsApp,Follow-up on booking,Ahmed Abdullah
COM05819,C0304,2024-12-02,Video Call,Complaint resolution,Mohammed Ali
COM05766,C0301,2024-12-02,Email,Follow-up on booking,Mohammed Ali
COM05997,C0317,2024-12-02,WhatsApp,Thank you message,Mohammed Ali
COM07439,C0391,2024-12-02,WhatsApp,Renewal discussion,Noura Salem
COM07726,C0409,2024-12-02,WhatsApp,Satisfaction survey,Fatima Ahmed
COM00572,C0025,2024-12-02,WhatsApp,New course announcement,Fatima Ahmed
COM00748,C0036,2024-12-02,Video Call,Invoice query,Ahmed Abdullah
COM05098,C0268,2024-12-03,Video Call,Thank you message,Ahmed Abdullah
COM02802,C0153,2024-12-03,Email,Schedule confirmation,Noura Salem
COM04148,C0217,2024-12-03,Meeting,Course recommendation,Noura Salem
COM02978,C0160,2024-12-03,Email,Course recommendation,Fatima Ahmed
COM04423,C0226,2024-12-03,Phone Call,Training needs assessment,Sara Hassan
COM00940,C0049,2024-12-03,Email,General inquiry,Sara Hassan
COM05848,C0306,2024-12-04,Video Call,Course recommendation,Fatima Ahmed
COM05133,C0269,2024-12-04,Video Call,Renewal discussion,Mohammed Ali
COM07462,C0392,2024-12-04,WhatsApp,Follow-up on booking,Mohammed Ali
COM06823,C0361,2024-12-04,Phone Call,New course announcement,Fatima Ahmed
COM06971,C0369,2024-12-04,Phone Call,New course announcement,Mohammed Ali
COM04721,C0245,2024-12-04,Phone Call,Invoice query,Fatima Ahmed
COM00290,C0014,2024-12-04,Meeting,Training needs assessment,Sara Hassan
COM03593,C0190,2024-12-04,Phone Call,Training needs assessment,Noura Salem
COM02440,C0132,2024-12-05,Video Call,Renewal discussion,Sara Hassan
COM00890,C0045,2024-12-05,WhatsApp,Satisfaction survey,Ahmed Abdullah
COM00345,C0016,2024-12-05,Email,Complaint resolution,Sara Hassan
COM08554,C0458,2024-12-05,Meeting,Invoice query,Mohammed Ali
COM05843,C0306,2024-12-05,Phone Call,Feedback discussion,Fatima Ahmed
COM05290,C0278,2024-12-05,WhatsApp,Training needs assessment,Fatima Ahmed
COM06255,C0330,2024-12-05,Meeting,Quotation request,Noura Salem
COM00802,C0038,2024-12-05,Phone Call,Quotation request,Noura Salem
COM08885,C0474,2024-12-05,Meeting,Schedule confirmation,Ahmed Abdullah
COM05122,C0269,2024-12-05,Video Call,Training needs assessment,Mohammed Ali
COM03292,C0174,2024-12-06,Email,Feedback discussion,Ahmed Abdullah
COM08277,C0440,2024-12-06,Meeting,Schedule confirmation,Mohammed Ali
COM02133,C0117,2024-12-06,Email,Thank you message,Mohammed Ali
COM08921,C0476,2024-12-06,Meeting,Course recommendation,Mohammed Ali
COM03992,C0210,2024-12-06,Email,Complaint resolution,Ahmed Abdullah
COM06803,C0361,2024-12-06,Meeting,New course announcement,Fatima Ahmed
COM00147,C0007,2024-12-06,WhatsApp,Renewal discussion,Sara Hassan
COM03966,C0207,2024-12-06,Email,Complaint resolution,Noura Salem
COM02867,C0156,2024-12-06,Meeting,Training needs assessment,Fatima Ahmed
COM03407,C0180,2024-12-06,Video Call,Invoice query,Fatima Ahmed
COM00514,C0022,2024-12-07,WhatsApp,Training needs assessment,Fatima Ahmed
COM01408,C0074,2024-12-07,WhatsApp,Invoice query,Ahmed Abdullah
COM06972,C0369,2024-12-07,Meeting,Invoice query,Mohammed Ali
COM05449,C0286,2024-12-07,Video Call,Invoice query,Fatima Ahmed
COM07145,C0377,2024-12-07,WhatsApp,Course recommendation,Mohammed Ali
COM04998,C0260,2024-12-07,Video Call,Invoice query,Noura Salem
COM09387,C0499,2024-12-07,WhatsApp,Feedback discussion,Fatima Ahmed
COM04360,C0224,2024-12-07,Email,Invoice query,Ahmed Abdullah
COM03736,C0196,2024-12-08,Video Call,Schedule confirmation,Mohammed Ali
COM00914,C0047,2024-12-08,WhatsApp,New course announcement,Ahmed Abdullah
COM09096,C0487,2024-12-08,Meeting,Thank you message,Sara Hassan
COM00363,C0017,2024-12-08,WhatsApp,Invoice query,Fatima Ahmed
COM02722,C0147,2024-12-08,Video Call,Feedback discussion,Noura Salem
COM05485,C0288,2024-12-09,Meeting,Training needs assessment,Noura Salem
COM04271,C0223,2024-12-09,Video Call,Follow-up on booking,Sara Hassan
COM06680,C0353,2024-12-09,Video Call,Follow-up on booking,Mohammed Ali
COM05925,C0311,2024-12-09,Phone Call,Training needs assessment,Ahmed Abdullah
COM03406,C0180,2024-12-09,Video Call,New course announcement,Fatima Ahmed
COM05022,C0263,2024-12-09,WhatsApp,Training needs assessment,Sara Hassan
COM03243,C0173,2024-12-10,Meeting,Satisfaction survey,Noura Salem
COM06857,C0361,2024-12-10,Meeting,Follow-up on booking,Fatima Ahmed
COM06155,C0325,2024-12-10,Video Call,General inquiry,Sara Hassan
COM08915,C0475,2024-12-10,Email,Training needs assessment,Noura Salem
COM03261,C0174,2024-12-10,WhatsApp,Schedule confirmation,Ahmed Abdullah
COM03521,C0186,2024-12-10,Meeting,Thank you message,Noura Salem
COM08403,C0447,2024-12-10,Meeting,Schedule confirmation,Noura Salem
COM07131,C0376,2024-12-11,Meeting,Satisfaction survey,Sara Hassan
COM01047,C0057,2024-12-11,Meeting,Feedback discussion,Mohammed Ali
COM08005,C0423,2024-12-11,Meeting,Complaint resolution,Noura Salem
COM06761,C0357,2024-12-11,Email,Invoice query,Sara Hassan
COM06746,C0357,2024-12-12,Video Call,Quotation request,Sara Hassan
COM08551,C0458,2024-12-12,Video Call,Invoice query,Mohammed Ali
COM07469,C0393,2024-12-12,Phone Call,Training needs assessment,Sara Hassan
COM05805,C0302,2024-12-12,Phone Call,Quotation request,Mohammed Ali
COM06567,C0346,2024-12-12,Email,New course announcement,Mohammed Ali
COM07789,C0411,2024-12-12,Email,Feedback discussion,Noura Salem
COM07995,C0423,2024-12-12,Email,Account review,Noura Salem
COM02227,C0123,2024-12-12,Meeting,Training needs assessment,Mohammed Ali
COM07909,C0417,2024-12-12,Phone Call,Invoice query,Noura Salem
COM01771,C0094,2024-12-12,Email,Quotation request,Mohammed Ali
COM07357,C0387,2024-12-12,Video Call,Renewal discussion,Mohammed Ali
COM00912,C0047,2024-12-12,Email,Training needs assessment,Ahmed Abdullah
COM09116,C0487,2024-12-12,WhatsApp,Renewal discussion,Sara Hassan
COM06757,C0357,2024-12-13,Video Call,Quotation request,Sara Hassan
COM00429,C0020,2024-12-13,Email,Schedule confirmation,Fatima Ahmed
COM02364,C0130,2024-12-13,Meeting,Complaint resolution,Mohammed Ali
COM07839,C0414,2024-12-13,Meeting,Renewal discussion,Fatima Ahmed
COM09354,C0498,2024-12-13,WhatsApp,Satisfaction survey,Noura Salem
COM07409,C0389,2024-12-13,Email,Thank you message,Noura Salem
COM09001,C0482,2024-12-13,Meeting,Account review,Noura Salem
COM08599,C0460,2024-12-13,Meeting,Account review,Sara Hassan
COM00507,C0022,2024-12-13,WhatsApp,New course announcement,Fatima Ahmed
COM00920,C0047,2024-12-13,Email,Renewal discussion,Ahmed Abdullah
COM01894,C0101,2024-12-13,WhatsApp,Thank you message,Sara Hassan
COM07346,C0387,2024-12-13,Video Call,Thank you message,Mohammed Ali
COM00573,C0025,2024-12-14,WhatsApp,Complaint resolution,Fatima Ahmed
COM06828,C0361,2024-12-14,WhatsApp,Follow-up on booking,Fatima Ahmed
COM01393,C0073,2024-12-14,Meeting,Account review,Mohammed Ali
COM00669,C0031,2024-12-14,Video Call,Thank you message,Noura Salem
COM05945,C0311,2024-12-14,Phone Call,Account review,Ahmed Abdullah
COM05302,C0279,2024-12-14,Meeting,Schedule confirmation,Mohammed Ali
COM07286,C0382,2024-12-14,Video Call,Course recommendation,Sara Hassan
COM00801,C0038,2024-12-14,WhatsApp,New course announcement,Noura Salem
COM03915,C0205,2024-12-14,Video Call,New course announcement,Mohammed Ali
COM03436,C0182,2024-12-14,Email,Course recommendation,Mohammed Ali
COM03340,C0176,2024-12-14,Email,Complaint resolution,Sara Hassan
COM04109,C0216,2024-12-15,Phone Call,Thank you message,Noura Salem
COM04164,C0219,2024-12-15,WhatsApp,Quotation request,Ahmed Abdullah
COM08040,C0425,2024-12-15,Video Call,Complaint resolution,Mohammed Ali
COM09404,C0500,2024-12-15,Meeting,Follow-up on booking,Fatima Ahmed
COM01082,C0058,2024-12-15,Meeting,Thank you message,Mohammed Ali
COM04821,C0252,2024-12-15,Meeting,Course recommendation,Fatima Ahmed
COM00504,C0022,2024-12-15,Phone Call,New course announcement,Fatima Ahmed
COM06475,C0344,2024-12-16,Meeting,Training needs assessment,Noura Salem
COM00906,C0047,2024-12-16,Meeting,New course announcement,Ahmed Abdullah
COM04640,C0239,2024-12-16,WhatsApp,Complaint resolution,Fatima Ahmed
COM00513,C0022,2024-12-16,Email,Satisfaction survey,Fatima Ahmed
COM03302,C0174,2024-12-16,Meeting,Thank you message,Ahmed Abdullah
COM02630,C0142,2024-12-16,Video Call,Account review,Mohammed Ali
COM07930,C0417,2024-12-16,Email,Quotation request,Noura Salem
COM06248,C0330,2024-12-16,Video Call,Thank you message,Noura Salem
COM07865,C0415,2024-12-17,Meeting,Renewal discussion,Sara Hassan
COM06969,C0369,2024-12-17,Phone Call,Feedback discussion,Mohammed Ali
COM01058,C0057,2024-12-17,Phone Call,Invoice query,Mohammed Ali
COM03589,C0190,2024-12-17,Phone Call,Quotation request,Noura Salem
COM04571,C0235,2024-12-17,Email,Account review,Sara Hassan
COM00621,C0027,2024-12-18,Phone Call,Account review,Mohammed Ali
COM05709,C0298,2024-12-18,Meeting,Course recommendation,Fatima Ahmed
COM00634,C0028,2024-12-18,Meeting,Thank you message,Fatima Ahmed
COM06952,C0367,2024-12-18,Phone Call,New course announcement,Ahmed Abdullah
COM02061,C0110,2024-12-18,Email,Feedback discussion,Mohammed Ali
COM08317,C0442,2024-12-18,Meeting,General inquiry,Noura Salem
COM02309,C0129,2024-12-18,Email,Feedback discussion,Sara Hassan
COM09254,C0493,2024-12-18,Meeting,Feedback discussion,Sara Hassan
COM00656,C0030,2024-12-18,Meeting,Satisfaction survey,Fatima Ahmed
COM03594,C0190,2024-12-18,Email,Invoice query,Noura Salem
COM08758,C0466,2024-12-19,WhatsApp,Schedule confirmation,Noura Salem
COM04546,C0235,2024-12-19,Phone Call,General inquiry,Sara Hassan
COM02731,C0148,2024-12-19,Email,Quotation request,Mohammed Ali
COM02080,C0111,2024-12-19,Meeting,General inquiry,Mohammed Ali
