feedback_id,client_id,booking_id,feedback_date,overall_rating,nps_score,trainer_rating,comments
F01656,C0238,B02052,2023-02-23,5.0,9,5.0,
F01657,C0238,B02053,2023-04-10,3.8,8,3.8,"Decent workshop, learned some new things"
F01658,C0239,B02054,2023-11-10,4.3,8,4.3,"Useful content, could use more examples"
F01659,C0239,B02055,2024-01-03,4.2,8,4.4,"Good course overall, met expectations"
F01660,C0239,B02056,2024-02-17,5.0,10,5.0,
F01661,C0239,B02059,2024-08-01,3.4,1,3.6,
F01662,C0239,B02060,2024-09-18,5.0,9,5.0,
F01663,C0239,B02061,2024-11-13,5.0,10,4.8,Trainer was knowledgeable and approachable
F01664,C0239,B02062,2024-12-16,4.7,9,4.3,"Exceeded expectations, highly recommend"
F01665,C0240,B02063,2024-06-15,3.8,7,3.8,"Decent workshop, learned some new things"
F01666,C0240,B02064,2024-08-03,4.7,10,4.9,Trainer was knowledgeable and approachable
F01667,C0240,B02065,2024-09-14,4.2,8,4.2,
F01668,C0240,B02068,2025-01-11,4.9,9,4.5,"Good pace, well-structured content"
F01669,C0240,B02070,2025-03-31,3.7,8,3.9,"Useful content, could use more examples"
F01670,C0240,B02071,2025-05-06,4.5,10,4.7,"Excellent trainer, very practical content"
F01671,C0240,B02072,2025-06-18,4.5,9,4.7,"Exceeded expectations, highly recommend"
F01672,C0240,B02073,2025-07-15,5.0,10,4.9,Highly engaging and interactive session
F01673,C0240,B02074,2025-08-14,4.5,9,5.0,"Good pace, well-structured content"
F01674,C0242,B02076,2025-06-14,4.6,9,4.9,"Good pace, well-structured content"
F01675,C0243,B02077,2021-08-03,4.0,8,3.8,"Useful content, could use more examples"
F01676,C0244,B02079,2024-05-18,4.1,8,4.2,"Useful content, could use more examples"
F01677,C0244,B02080,2024-06-24,3.6,7,4.0,
F01678,C0244,B02081,2024-08-13,4.7,9,5.0,Very useful tools and frameworks provided
F01679,C0244,B02082,2024-09-20,4.4,8,4.5,
F01680,C0244,B02083,2024-10-28,4.4,7,4.3,
F01681,C0244,B02084,2024-12-15,4.0,8,3.8,Trainer was knowledgeable
F01682,C0244,B02085,2025-01-29,3.7,7,3.7,
F01683,C0244,B02086,2025-03-19,4.7,10,4.7,
F01684,C0244,B02087,2025-04-25,4.4,7,4.8,
F01685,C0244,B02088,2025-06-03,4.1,8,4.4,
F01686,C0244,B02089,2025-07-11,4.7,9,4.4,
F01687,C0244,B02090,2025-08-24,5.0,10,4.7,
F01688,C0244,B02091,2025-10-16,4.9,9,4.8,Highly engaging and interactive session
F01689,C0244,B02092,2025-12-14,4.3,7,4.8,
F01690,C0245,B02095,2024-10-10,4.8,9,4.9,"Exceeded expectations, highly recommend"
F01691,C0245,B02096,2024-11-07,4.8,9,4.6,"Excellent trainer, very practical content"
F01692,C0245,B02099,2025-03-23,4.3,7,4.2,
F01693,C0245,B02100,2025-05-10,4.8,9,5.0,Very useful tools and frameworks provided
F01694,C0245,B02101,2025-06-04,3.5,8,3.8,"Good course overall, met expectations"
F01695,C0245,B02103,2025-09-05,3.8,8,3.6,
F01696,C0245,B02104,2025-10-08,3.4,0,3.5,"Content was basic, expected more depth"
F01697,C0246,B02106,2024-02-06,3.4,3,3.7,
F01698,C0247,B02107,2024-10-31,4.4,7,4.5,Trainer was knowledgeable
F01699,C0247,B02108,2025-01-21,4.5,9,4.0,Great real-world examples and case studies
F01700,C0247,B02110,2025-05-25,4.0,7,3.9,
F01701,C0247,B02111,2025-07-28,5.0,10,4.8,
F01702,C0248,B02113,2024-08-14,3.6,8,3.7,"Useful content, could use more examples"
F01703,C0248,B02115,2025-01-08,4.3,8,4.5,
F01704,C0248,B02116,2025-03-22,4.3,7,4.3,"Decent workshop, learned some new things"
F01705,C0249,B02117,2024-10-16,4.7,10,4.8,"Exceeded expectations, highly recommend"
F01706,C0250,B02119,2022-04-08,4.3,7,4.4,"Useful content, could use more examples"
F01707,C0250,B02120,2022-05-08,4.3,8,4.4,
F01708,C0251,B02121,2021-01-27,4.3,8,4.6,"Good course overall, met expectations"
F01709,C0251,B02122,2021-03-22,4.3,7,4.2,
F01710,C0251,B02123,2021-04-13,4.0,7,4.3,"Good course overall, met expectations"
F01711,C0251,B02124,2021-05-27,4.7,9,4.9,Very useful tools and frameworks provided
F01712,C0251,B02125,2021-06-19,4.6,10,4.3,Very useful tools and frameworks provided
F01713,C0251,B02127,2021-08-26,4.3,7,4.2,"Useful content, could use more examples"
F01714,C0251,B02128,2021-09-20,4.1,7,4.0,"Good course overall, met expectations"
F01715,C0251,B02129,2021-10-25,4.3,8,4.1,
F01716,C0251,B02130,2021-11-22,3.8,8,4.0,"Good course overall, met expectations"
F01717,C0251,B02131,2021-12-24,4.7,9,4.6,"Good pace, well-structured content"
F01718,C0252,B02133,2022-06-16,4.4,7,4.5,"Good course overall, met expectations"
F01719,C0252,B02134,2022-07-16,4.7,9,4.8,"Exceeded expectations, highly recommend"
F01720,C0252,B02136,2022-10-31,4.3,7,4.3,Trainer was knowledgeable
F01721,C0252,B02138,2023-01-12,5.0,9,5.0,Great real-world examples and case studies
F01722,C0252,B02139,2023-03-01,4.7,10,4.9,
F01723,C0252,B02140,2023-04-27,3.9,7,4.4,"Decent workshop, learned some new things"
F01724,C0252,B02141,2023-06-07,3.8,8,4.1,"Useful content, could use more examples"
F01725,C0252,B02142,2023-07-10,4.0,8,4.5,"Decent workshop, learned some new things"
F01726,C0252,B02143,2023-09-01,4.6,9,4.2,"Excellent trainer, very practical content"
F01727,C0252,B02144,2023-10-22,4.0,7,4.3,
F01728,C0252,B02145,2023-11-28,3.6,7,4.2,
F01729,C0252,B02146,2023-12-30,3.6,8,3.8,
F01730,C0252,B02147,2024-02-23,3.8,8,3.9,
F01731,C0252,B02148,2024-03-22,4.3,8,4.5,
F01732,C0252,B02149,2024-04-24,4.8,9,4.8,Trainer was knowledgeable and approachable
F01733,C0252,B02150,2024-05-31,4.2,8,4.2,
F01734,C0253,B02153,2024-10-30,3.6,7,3.8,"Good course overall, met expectations"
F01735,C0253,B02154,2024-12-25,4.2,7,4.3,
F01736,C0254,B02155,2021-08-19,4.0,7,3.8,
F01737,C0254,B02156,2021-10-20,4.0,8,4.0,"Useful content, could use more examples"
F01738,C0254,B02157,2021-12-09,4.8,10,4.9,"Excellent trainer, very practical content"
F01739,C0254,B02159,2022-03-20,4.1,8,4.1,
F01740,C0254,B02161,2022-06-27,4.5,9,4.3,"Exceeded expectations, highly recommend"
F01741,C0254,B02162,2022-08-12,4.1,8,4.4,
F01742,C0254,B02164,2022-12-16,4.8,9,5.0,Highly engaging and interactive session
F01743,C0255,B02166,2021-05-18,3.8,7,3.7,Trainer was knowledgeable
F01744,C0255,B02167,2021-07-02,4.0,8,4.1,
F01745,C0255,B02168,2021-07-31,4.3,8,4.7,Trainer was knowledgeable
F01746,C0255,B02169,2021-09-01,5.0,10,4.7,Trainer was knowledgeable and approachable
F01747,C0255,B02170,2021-10-11,4.0,8,3.8,
F01748,C0255,B02171,2021-10-28,3.8,8,3.8,
F01749,C0255,B02172,2021-12-06,4.0,8,4.2,
F01750,C0255,B02173,2022-01-17,4.0,8,4.0,Trainer was knowledgeable
F01751,C0255,B02174,2022-02-18,4.1,7,3.7,
F01752,C0255,B02176,2022-03-29,4.4,8,4.2,"Decent workshop, learned some new things"
F01753,C0255,B02178,2022-06-04,4.7,9,4.7,
F01754,C0255,B02179,2022-07-18,4.2,7,4.1,
F01755,C0255,B02180,2022-09-08,3.6,8,3.6,"Useful content, could use more examples"
F01756,C0255,B02183,2022-12-27,4.6,9,4.7,Very useful tools and frameworks provided
F01757,C0256,B02184,2023-07-04,3.7,8,3.8,
F01758,C0256,B02185,2023-09-24,3.8,8,3.8,Trainer was knowledgeable
F01759,C0256,B02186,2023-12-16,4.1,8,4.3,"Good course overall, met expectations"
F01760,C0256,B02188,2024-06-03,3.8,7,3.6,
F01761,C0256,B02190,2024-11-08,3.8,7,4.1,
F01762,C0256,B02191,2025-01-29,5.0,9,4.9,"Exceeded expectations, highly recommend"
F01763,C0256,B02192,2025-04-03,4.5,10,4.5,Great real-world examples and case studies
F01764,C0257,B02195,2021-07-05,3.4,0,3.4,"Too theoretical, needed more practical exercises"
F01765,C0257,B02196,2021-07-20,3.7,8,3.9,"Useful content, could use more examples"
F01766,C0257,B02197,2021-08-28,5.0,10,5.0,"Exceeded expectations, highly recommend"
F01767,C0258,B02198,2021-06-25,4.3,7,4.4,"Decent workshop, learned some new things"
F01768,C0258,B02200,2021-10-20,4.4,7,4.3,
F01769,C0258,B02201,2021-12-09,3.3,3,3.4,"Pace was too fast, hard to follow"
F01770,C0258,B02202,2022-02-06,4.7,10,4.7,Very useful tools and frameworks provided
F01771,C0258,B02203,2022-04-14,5.0,10,5.0,
F01772,C0258,B02204,2022-06-12,4.2,7,3.9,"Useful content, could use more examples"
F01773,C0259,B02206,2023-07-18,4.5,10,4.5,"Exceeded expectations, highly recommend"
F01774,C0259,B02207,2023-09-22,5.0,9,4.6,Highly engaging and interactive session
F01775,C0259,B02208,2023-11-14,5.0,9,5.0,"Exceeded expectations, highly recommend"
F01776,C0259,B02210,2024-04-02,4.8,9,5.0,Trainer was knowledgeable and approachable
F01777,C0259,B02211,2024-06-13,3.2,0,3.4,Trainer rushed through important topics
F01778,C0259,B02214,2025-01-18,4.5,9,4.3,
F01779,C0259,B02215,2025-03-15,3.9,7,3.8,
F01780,C0260,B02216,2024-11-11,4.6,10,4.6,"Excellent trainer, very practical content"
F01781,C0260,B02217,2024-12-21,4.4,7,4.6,"Good course overall, met expectations"
F01782,C0260,B02218,2025-03-02,3.6,8,3.9,
F01783,C0260,B02220,2025-06-21,3.5,8,3.5,"Decent workshop, learned some new things"
F01784,C0260,B02221,2025-08-27,4.4,8,4.3,"Good course overall, met expectations"
F01785,C0260,B02222,2025-10-14,4.5,10,4.5,
F01786,C0260,B02223,2025-12-02,4.5,9,4.3,Great real-world examples and case studies
F01787,C0261,B02225,2024-03-16,4.4,7,4.6,Trainer was knowledgeable
F01788,C0261,B02226,2024-05-14,5.0,10,5.0,
F01789,C0261,B02227,2024-07-12,3.7,7,3.9,Trainer was knowledgeable
F01790,C0261,B02229,2024-11-18,4.6,9,4.6,"Good pace, well-structured content"
F01791,C0262,B02230,2025-04-21,4.1,8,4.4,"Decent workshop, learned some new things"
F01792,C0263,B02231,2022-09-23,4.7,10,5.0,Highly engaging and interactive session
F01793,C0263,B02232,2022-11-08,4.9,10,5.0,Great real-world examples and case studies
F01794,C0263,B02233,2022-12-06,3.9,7,3.5,"Good course overall, met expectations"
F01795,C0263,B02234,2022-12-30,4.1,7,4.1,Trainer was knowledgeable
F01796,C0263,B02235,2023-02-01,4.2,7,4.1,
F01797,C0263,B02236,2023-03-13,4.2,8,4.3,
F01798,C0263,B02237,2023-04-28,5.0,9,4.7,"Exceeded expectations, highly recommend"
F01799,C0263,B02238,2023-06-03,4.8,9,4.4,"Exceeded expectations, highly recommend"
F01800,C0263,B02239,2023-07-02,4.3,7,4.4,
F01801,C0263,B02240,2023-08-09,4.2,8,4.5,"Good course overall, met expectations"
F01802,C0263,B02241,2023-09-12,4.4,8,4.8,
F01803,C0264,B02242,2024-12-01,4.3,8,4.9,"Useful content, could use more examples"
F01804,C0264,B02243,2025-02-02,3.8,8,3.4,
F01805,C0264,B02244,2025-04-06,4.7,9,4.9,Great real-world examples and case studies
F01806,C0264,B02245,2025-06-25,4.1,8,4.1,"Decent workshop, learned some new things"
F01807,C0265,B02246,2022-10-20,4.8,9,4.7,Trainer was knowledgeable and approachable
F01808,C0266,B02248,2021-06-29,3.8,8,4.3,"Good course overall, met expectations"
F01809,C0266,B02249,2021-08-30,4.1,7,4.6,
F01810,C0266,B02250,2021-11-08,4.8,9,4.9,"Good pace, well-structured content"
F01811,C0266,B02251,2022-01-16,5.0,10,5.0,"Exceeded expectations, highly recommend"
F01812,C0267,B02253,2021-08-16,4.7,9,4.6,
F01813,C0267,B02254,2021-10-25,3.8,8,4.1,"Good course overall, met expectations"
F01814,C0267,B02255,2022-02-01,4.6,10,4.7,
F01815,C0268,B02256,2021-09-13,3.8,7,3.6,"Useful content, could use more examples"
F01816,C0268,B02258,2022-02-18,3.6,7,3.4,"Good course overall, met expectations"
F01817,C0268,B02259,2022-05-16,4.8,10,5.0,"Exceeded expectations, highly recommend"
F01818,C0268,B02260,2022-08-03,4.8,10,4.6,Trainer was knowledgeable and approachable
F01819,C0269,B02261,2024-01-02,4.0,7,4.3,"Decent workshop, learned some new things"
F01820,C0269,B02262,2024-03-11,3.9,8,4.0,"Decent workshop, learned some new things"
F01821,C0269,B02263,2024-05-15,4.2,8,4.3,
F01822,C0269,B02264,2024-07-17,3.7,8,4.2,"Useful content, could use more examples"
F01823,C0269,B02265,2024-08-31,3.9,8,3.9,
F01824,C0269,B02266,2024-10-29,4.3,8,4.2,"Decent workshop, learned some new things"
F01825,C0269,B02267,2025-01-04,3.7,8,4.0,"Decent workshop, learned some new things"
F01826,C0269,B02268,2025-03-06,4.4,7,4.7,"Decent workshop, learned some new things"
F01827,C0269,B02269,2025-04-28,3.5,8,3.6,
F01828,C0269,B02270,2025-06-28,4.2,7,4.7,
F01829,C0269,B02273,2025-11-24,4.6,9,5.0,
F01830,C0270,B02275,2025-05-14,4.4,8,4.5,
F01831,C0270,B02276,2025-07-03,3.6,8,3.6,
F01832,C0270,B02279,2025-12-14,4.1,8,4.1,
F01833,C0271,B02280,2024-04-27,4.6,9,4.9,Great real-world examples and case studies
F01834,C0271,B02281,2024-07-01,5.0,9,5.0,Highly engaging and interactive session
F01835,C0271,B02282,2024-09-06,4.6,10,4.8,"Excellent trainer, very practical content"
F01836,C0271,B02283,2024-11-15,4.8,9,5.0,Very useful tools and frameworks provided
F01837,C0271,B02284,2025-01-13,5.0,10,5.0,
F01838,C0271,B02285,2025-03-02,3.9,7,4.2,"Decent workshop, learned some new things"
F01839,C0271,B02286,2025-04-29,4.8,10,5.0,Trainer was knowledgeable and approachable
F01840,C0272,B02287,2025-02-20,3.8,7,4.0,
F01841,C0272,B02288,2025-06-08,4.7,9,4.8,"Excellent trainer, very practical content"
F01842,C0272,B02289,2025-10-04,4.1,7,4.2,"Useful content, could use more examples"
F01843,C0273,B02290,2023-06-07,3.9,8,4.1,"Good course overall, met expectations"
F01844,C0273,B02291,2023-08-02,4.5,10,4.9,Highly engaging and interactive session
F01845,C0274,B02294,2022-10-26,4.0,8,4.0,
F01846,C0275,B02299,2024-01-14,3.5,8,3.6,
F01847,C0275,B02300,2024-03-25,4.8,10,4.5,"Excellent trainer, very practical content"
F01848,C0275,B02302,2024-08-14,4.1,8,3.6,
F01849,C0275,B02303,2024-11-01,4.5,9,4.3,"Exceeded expectations, highly recommend"
F01850,C0275,B02304,2025-01-24,4.4,8,4.3,
F01851,C0275,B02305,2025-03-23,3.9,8,3.4,
F01852,C0275,B02306,2025-06-16,4.6,9,4.5,Trainer was knowledgeable and approachable
F01853,C0276,B02307,2021-09-09,3.8,8,3.8,
F01854,C0276,B02308,2021-11-15,4.3,8,4.0,"Good course overall, met expectations"
F01855,C0276,B02309,2022-01-14,3.7,8,3.8,"Useful content, could use more examples"
F01856,C0276,B02310,2022-03-22,4.8,10,4.5,
F01857,C0276,B02311,2022-06-04,3.4,5,3.5,
F01858,C0276,B02312,2022-07-31,4.9,10,4.9,
F01859,C0276,B02313,2022-10-24,4.4,7,4.6,"Decent workshop, learned some new things"
F01860,C0276,B02314,2023-01-05,4.8,9,4.4,Very useful tools and frameworks provided
F01861,C0276,B02315,2023-03-26,3.9,7,4.3,Trainer was knowledgeable
F01862,C0276,B02316,2023-06-13,4.5,9,4.6,"Exceeded expectations, highly recommend"
F01863,C0277,B02318,2024-10-25,4.2,7,4.5,"Decent workshop, learned some new things"
F01864,C0277,B02319,2025-02-01,4.6,10,4.3,Highly engaging and interactive session
F01865,C0277,B02320,2025-05-02,4.0,7,4.0,"Decent workshop, learned some new things"
F01866,C0277,B02321,2025-07-23,3.8,7,4.1,"Decent workshop, learned some new things"
F01867,C0277,B02322,2025-10-22,5.0,9,4.9,Trainer was knowledgeable and approachable
F01868,C0278,B02323,2023-09-30,4.7,10,4.8,"Excellent trainer, very practical content"
F01869,C0278,B02325,2024-03-15,4.2,7,4.1,"Good course overall, met expectations"
F01870,C0278,B02326,2024-06-13,4.2,8,4.6,"Decent workshop, learned some new things"
F01871,C0278,B02327,2024-09-15,3.8,8,4.0,
F01872,C0278,B02328,2024-11-25,4.3,8,4.4,"Useful content, could use more examples"
F01873,C0278,B02330,2025-04-21,4.2,8,4.3,Trainer was knowledgeable
F01874,C0278,B02331,2025-06-29,3.5,7,3.6,
F01875,C0279,B02332,2022-08-19,4.1,8,4.1,
F01876,C0279,B02333,2022-10-17,4.2,8,4.1,"Decent workshop, learned some new things"
F01877,C0279,B02334,2022-12-14,3.7,7,3.7,"Decent workshop, learned some new things"
F01878,C0279,B02335,2023-03-01,4.0,8,4.0,"Good course overall, met expectations"
F01879,C0279,B02338,2023-10-03,4.1,8,4.0,Trainer was knowledgeable
F01880,C0279,B02339,2023-12-26,4.0,8,4.3,
F01881,C0280,B02342,2025-07-22,3.7,7,3.7,
F01882,C0281,B02343,2022-02-27,4.2,7,4.2,
F01883,C0281,B02344,2022-03-19,4.9,9,5.0,Great real-world examples and case studies
F01884,C0282,B02346,2022-09-03,4.8,9,4.6,"Excellent trainer, very practical content"
F01885,C0282,B02347,2022-10-24,4.6,9,4.8,Very useful tools and frameworks provided
F01886,C0282,B02348,2022-12-14,4.6,10,4.7,Very useful tools and frameworks provided
F01887,C0282,B02350,2023-03-12,4.1,8,4.3,
F01888,C0282,B02351,2023-05-11,4.1,8,4.1,
F01889,C0282,B02352,2023-07-03,5.0,9,5.0,Great real-world examples and case studies
F01890,C0282,B02353,2023-08-20,4.6,9,4.8,Very useful tools and frameworks provided
F01891,C0282,B02354,2023-10-07,4.1,8,3.7,"Useful content, could use more examples"
F01892,C0282,B02355,2023-11-21,5.0,9,5.0,"Excellent trainer, very practical content"
F01893,C0282,B02356,2024-01-11,4.0,7,4.4,
F01894,C0282,B02357,2024-02-29,3.9,8,4.1,"Decent workshop, learned some new things"
F01895,C0283,B02360,2024-05-14,4.1,8,4.2,"Useful content, could use more examples"
F01896,C0283,B02361,2024-06-13,4.7,9,4.7,"Exceeded expectations, highly recommend"
F01897,C0283,B02362,2024-07-31,4.8,10,5.0,Great real-world examples and case studies
F01898,C0283,B02363,2024-09-12,3.7,7,3.7,"Useful content, could use more examples"
F01899,C0283,B02364,2024-11-02,3.6,7,3.9,
F01900,C0283,B02365,2024-12-01,4.8,9,5.0,Trainer was knowledgeable and approachable
F01901,C0283,B02366,2025-01-15,4.2,7,4.0,
F01902,C0283,B02367,2025-03-02,3.9,7,3.6,
F01903,C0283,B02368,2025-04-05,3.6,7,3.5,
F01904,C0283,B02369,2025-05-13,4.1,7,4.0,Trainer was knowledgeable
F01905,C0283,B02370,2025-06-28,4.1,7,4.4,
F01906,C0283,B02371,2025-08-14,3.9,8,4.1,"Useful content, could use more examples"
F01907,C0283,B02373,2025-10-16,4.4,7,4.6,
F01908,C0284,B02376,2021-03-04,4.9,10,4.6,Highly engaging and interactive session
F01909,C0284,B02377,2021-03-30,5.0,10,5.0,"Exceeded expectations, highly recommend"
F01910,C0284,B02378,2021-06-03,4.1,8,4.1,Trainer was knowledgeable
F01911,C0284,B02379,2021-07-12,4.0,8,3.5,
F01912,C0284,B02380,2021-09-08,5.0,9,5.0,
F01913,C0284,B02381,2021-11-06,4.3,7,4.9,
F01914,C0284,B02382,2021-12-08,3.9,8,3.6,"Good course overall, met expectations"
F01915,C0284,B02384,2022-03-02,4.4,7,4.8,
F01916,C0284,B02385,2022-04-14,3.8,7,3.7,"Good course overall, met expectations"
F01917,C0284,B02386,2022-05-14,3.6,8,3.9,"Useful content, could use more examples"
F01918,C0284,B02387,2022-06-20,4.1,7,3.9,
F01919,C0284,B02388,2022-07-25,3.9,8,4.5,"Decent workshop, learned some new things"
F01920,C0284,B02389,2022-09-17,3.4,4,3.5,
F01921,C0284,B02390,2022-11-09,4.0,7,4.0,
F01922,C0284,B02391,2022-12-30,4.4,7,4.6,"Good course overall, met expectations"
F01923,C0284,B02392,2023-02-23,3.7,8,3.4,"Good course overall, met expectations"
F01924,C0285,B02393,2023-10-15,4.3,8,4.0,"Useful content, could use more examples"
F01925,C0285,B02394,2023-12-20,4.9,10,4.8,Trainer was knowledgeable and approachable
F01926,C0285,B02395,2024-02-10,3.3,1,3.8,Trainer rushed through important topics
F01927,C0285,B02396,2024-04-03,3.7,7,4.3,
F01928,C0285,B02397,2024-05-01,3.9,8,3.7,"Decent workshop, learned some new things"
F01929,C0285,B02398,2024-06-22,3.5,7,3.5,
F01930,C0285,B02399,2024-08-04,4.4,7,4.5,
F01931,C0286,B02401,2021-02-15,3.7,7,3.4,
F01932,C0286,B02403,2021-04-29,4.6,10,4.8,"Good pace, well-structured content"
F01933,C0286,B02406,2021-08-24,4.2,8,4.1,"Decent workshop, learned some new things"
F01934,C0286,B02407,2021-09-30,4.3,8,4.9,"Decent workshop, learned some new things"
F01935,C0286,B02408,2021-10-25,3.6,7,3.7,"Good course overall, met expectations"
F01936,C0286,B02409,2021-11-30,3.8,8,4.0,"Decent workshop, learned some new things"
F01937,C0286,B02410,2021-12-27,4.1,8,4.0,
F01938,C0286,B02411,2022-01-28,3.5,7,3.7,
F01939,C0286,B02412,2022-02-21,4.9,9,5.0,
F01940,C0286,B02414,2022-04-21,4.2,8,4.3,
F01941,C0286,B02415,2022-05-21,4.0,7,4.5,
F01942,C0286,B02416,2022-07-08,4.5,10,4.5,Great real-world examples and case studies
F01943,C0287,B02417,2024-10-01,3.7,7,3.7,
F01944,C0287,B02418,2024-12-10,4.3,8,4.0,
F01945,C0287,B02419,2025-01-18,4.3,8,4.4,Trainer was knowledgeable
F01946,C0287,B02420,2025-03-14,3.7,7,3.9,
F01947,C0287,B02421,2025-05-15,4.3,7,4.5,"Decent workshop, learned some new things"
F01948,C0287,B02422,2025-07-20,4.0,8,3.8,"Useful content, could use more examples"
F01949,C0288,B02423,2022-12-17,3.7,7,4.0,
F01950,C0288,B02425,2023-04-08,3.6,7,3.9,
F01951,C0288,B02426,2023-06-20,4.0,8,3.9,
F01952,C0288,B02428,2023-10-25,4.4,8,4.0,
F01953,C0288,B02429,2024-01-05,4.2,8,4.3,
F01954,C0288,B02430,2024-03-03,3.4,4,3.6,
F01955,C0288,B02431,2024-05-03,4.1,7,4.5,Trainer was knowledgeable
F01956,C0288,B02433,2024-08-26,4.1,7,4.4,
F01957,C0289,B02435,2023-12-06,3.9,8,4.1,Trainer was knowledgeable
F01958,C0289,B02437,2024-03-30,4.8,9,5.0,"Good pace, well-structured content"
F01959,C0289,B02438,2024-05-12,4.3,7,4.6,
F01960,C0289,B02439,2024-06-17,4.4,7,4.2,"Useful content, could use more examples"
F01961,C0289,B02440,2024-08-14,4.6,9,5.0,
F01962,C0289,B02441,2024-10-11,4.6,9,4.8,"Excellent trainer, very practical content"
F01963,C0289,B02442,2024-11-19,3.7,7,3.7,"Decent workshop, learned some new things"
F01964,C0289,B02443,2025-01-16,3.5,7,4.1,"Decent workshop, learned some new things"
F01965,C0289,B02445,2025-05-01,4.2,8,4.2,
F01966,C0289,B02446,2025-06-11,4.6,9,4.3,Trainer was knowledgeable and approachable
F01967,C0289,B02447,2025-07-24,4.4,7,4.2,Trainer was knowledgeable
F01968,C0289,B02448,2025-09-18,4.1,8,4.7,
F01969,C0289,B02449,2025-11-04,3.3,6,4.0,
F01970,C0289,B02450,2025-12-28,4.0,8,3.9,"Useful content, could use more examples"
F01971,C0290,B02451,2023-05-30,4.6,9,4.9,
F01972,C0290,B02452,2023-08-27,3.9,8,4.3,"Decent workshop, learned some new things"
F01973,C0290,B02453,2023-11-11,4.0,8,3.9,
F01974,C0290,B02454,2024-01-22,3.6,8,4.0,
F01975,C0290,B02455,2024-05-04,4.6,10,5.0,
F01976,C0290,B02456,2024-08-07,4.0,8,4.3,
F01977,C0290,B02457,2024-11-02,4.4,8,4.8,"Useful content, could use more examples"
F01978,C0291,B02458,2024-01-03,4.0,7,4.2,
F01979,C0291,B02459,2024-01-23,4.0,7,3.8,"Good course overall, met expectations"
F01980,C0291,B02460,2024-02-28,4.1,7,4.1,
F01981,C0291,B02461,2024-04-05,3.3,4,3.6,Not enough time for questions
F01982,C0291,B02462,2024-05-07,3.8,7,4.3,
F01983,C0291,B02463,2024-05-30,3.5,7,3.8,
F01984,C0291,B02465,2024-08-08,3.5,8,3.7,"Good course overall, met expectations"
F01985,C0291,B02466,2024-08-24,4.7,10,4.8,Very useful tools and frameworks provided
F01986,C0291,B02467,2024-09-12,4.0,8,4.0,"Decent workshop, learned some new things"
F01987,C0291,B02468,2024-10-08,4.6,10,4.4,Trainer was knowledgeable and approachable
F01988,C0291,B02469,2024-11-15,4.6,10,5.0,Great real-world examples and case studies
F01989,C0291,B02470,2024-12-16,4.6,9,5.0,Highly engaging and interactive session
F01990,C0291,B02472,2025-01-30,4.8,9,4.7,
F01991,C0291,B02473,2025-02-24,4.9,9,5.0,Very useful tools and frameworks provided
F01992,C0291,B02474,2025-04-03,4.9,10,4.9,"Good pace, well-structured content"
F01993,C0292,B02475,2024-06-08,4.2,8,4.7,
F01994,C0292,B02476,2024-07-26,4.5,9,4.3,Great real-world examples and case studies
F01995,C0292,B02478,2024-11-14,4.1,8,4.5,
F01996,C0292,B02479,2025-01-07,5.0,9,4.9,Very useful tools and frameworks provided
F01997,C0292,B02480,2025-02-23,4.1,7,4.2,
F01998,C0292,B02481,2025-04-05,3.7,8,3.5,
F01999,C0292,B02482,2025-06-01,4.1,7,4.2,Trainer was knowledgeable
F02000,C0292,B02483,2025-07-27,3.6,8,3.9,
F02001,C0292,B02484,2025-09-22,4.4,7,4.5,"Useful content, could use more examples"
F02002,C0292,B02485,2025-11-20,4.5,10,4.8,
F02003,C0293,B02487,2025-03-05,4.3,7,4.2,"Useful content, could use more examples"
F02004,C0293,B02489,2025-07-30,4.4,7,4.5,
F02005,C0293,B02490,2025-09-24,4.5,10,4.6,"Exceeded expectations, highly recommend"
F02006,C0294,B02491,2024-08-01,4.7,10,5.0,Great real-world examples and case studies
F02007,C0294,B02492,2024-09-26,4.7,9,5.0,"Exceeded expectations, highly recommend"
F02008,C0294,B02493,2024-11-03,4.0,7,4.0,"Useful content, could use more examples"
F02009,C0294,B02494,2024-12-24,4.3,7,4.3,"Useful content, could use more examples"
F02010,C0294,B02496,2025-03-05,4.7,9,4.9,"Good pace, well-structured content"
F02011,C0294,B02497,2025-04-17,4.3,8,4.4,
F02012,C0294,B02498,2025-06-18,4.4,7,4.8,
F02013,C0294,B02499,2025-07-21,4.6,10,4.8,
F02014,C0294,B02500,2025-08-24,5.0,10,4.9,Trainer was knowledgeable and approachable
F02015,C0294,B02501,2025-10-20,4.8,10,4.7,
F02016,C0294,B02502,2025-11-18,4.0,7,4.1,
F02017,C0295,B02503,2024-07-29,4.9,10,4.9,Highly engaging and interactive session
F02018,C0295,B02504,2024-09-02,4.3,7,4.6,Trainer was knowledgeable
F02019,C0295,B02505,2024-10-27,4.9,9,5.0,"Good pace, well-structured content"
F02020,C0295,B02506,2024-12-14,4.7,10,5.0,"Exceeded expectations, highly recommend"
F02021,C0295,B02507,2025-01-29,4.4,8,4.7,
F02022,C0295,B02508,2025-03-26,4.5,10,4.7,
F02023,C0295,B02509,2025-05-20,3.7,8,3.9,"Good course overall, met expectations"
F02024,C0295,B02510,2025-07-07,4.3,7,4.3,
F02025,C0295,B02512,2025-10-09,5.0,9,5.0,
F02026,C0295,B02513,2025-11-18,3.6,8,3.8,
